,Eosinophil,pair
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.3253,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')",0.4238,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')",0.5617,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",-0.1616,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')",0.6335,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",-0.0666,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.3625,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')",0.5307,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')",0.6894,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.1782,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')",0.7929,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.2523,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.6684,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Neutrophil')",0.5903,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')",0.1945,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')",0.5383,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')",0.6291,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",-0.0966,"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.1881,"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",-0.4854,"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.4429,"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",-0.2672,"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",-0.1307,"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil')",0.3698,"('CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",-0.5955,"('CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",-0.4386,"('CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",-0.1416,"('CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')",0.4649,"('CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",-0.1126,"('CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.2241,"('CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.4395,"('CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",0.0287,"('CD8', 'Cholangiocyte', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.1178,"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.3296,"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",-0.0288,"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.3894,"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.1083,"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.3032,"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil')",0.1917,"('CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil')"
"('CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",-0.3064,"('CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",-0.3285,"('CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",-0.0307,"('CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')",0.2466,"('CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')"
"('CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.1929,"('CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.3018,"('CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('CD8', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5149,"('CD8', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('CD8', 'Hepatocyte', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",-0.0278,"('CD8', 'Hepatocyte', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('CD8', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')",-0.4719,"('CD8', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')"
"('CD8', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",-0.615,"('CD8', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('CD8', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",-0.3335,"('CD8', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('CD8', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",-0.2112,"('CD8', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('CD8', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",-0.7167,"('CD8', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('CD8', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",-0.1262,"('CD8', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.445,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.5802,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.3319,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.5743,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5173,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.5749,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil')",0.3525,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",-0.0212,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",0.0406,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.3906,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')",0.6688,"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')"
"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.4347,"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.4957,"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.719,"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",0.337,"('Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')",0.2716,"('Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')"
"('Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",-0.3373,"('Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",-0.0306,"('Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.294,"('Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",-0.3247,"('Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",0.4632,"('Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')",0.2333,"('Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')"
"('Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",-0.0439,"('Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.0178,"('Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.4073,"('Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",-0.4622,"('Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",0.4541,"('Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('Kupffer', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",-0.1794,"('Kupffer', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')",0.4472,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC')",0.5931,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte')",0.378,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK')",0.4969,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil')",0.7599,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Stellate')",0.1892,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC')",0.1981,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte')",-0.4185,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK')",-0.2352,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Neutrophil')",-0.0949,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Stellate')",-0.3049,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte')",-0.0451,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'NK')",0.0553,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'NK')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Neutrophil')",0.4903,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Stellate')",-0.4949,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Monocyte', 'NK')",-0.6671,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Monocyte', 'NK')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Monocyte', 'Neutrophil')",-0.2485,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Monocyte', 'Stellate')",-0.2599,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'NK', 'Neutrophil')",0.1974,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'NK', 'Stellate')",-0.3714,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'NK', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Neutrophil', 'Stellate')",-0.2126,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC')",0.418,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte')",0.2295,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'NK')",0.2218,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'NK')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.3495,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Stellate')",0.1459,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte')",0.199,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'NK')",0.2759,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'NK')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.4845,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Stellate')",0.0256,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Monocyte', 'NK')",-0.2605,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Monocyte', 'NK')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Monocyte', 'Neutrophil')",0.4878,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Monocyte', 'Stellate')",0.1785,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'NK', 'Neutrophil')",0.4671,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'NK', 'Stellate')",-0.0807,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'NK', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.2773,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Monocyte')",-0.0714,"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'NK')",-0.0195,"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'NK')"
"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Neutrophil')",-0.115,"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Stellate')",-0.2175,"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'Monocyte', 'NK')",0.0024,"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'Monocyte', 'Neutrophil')",-0.2521,"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'Monocyte', 'Stellate')",-0.2976,"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'NK', 'Neutrophil')",0.0934,"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'NK', 'Stellate')",-0.3685,"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'NK', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'Neutrophil', 'Stellate')",-0.5267,"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'LSEC', 'Monocyte', 'NK')",0.1036,"('B', 'Basophil', 'CD4', 'CD8', 'LSEC', 'Monocyte', 'NK')"
"('B', 'Basophil', 'CD4', 'CD8', 'LSEC', 'Monocyte', 'Neutrophil')",0.1035,"('B', 'Basophil', 'CD4', 'CD8', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'LSEC', 'Monocyte', 'Stellate')",-0.2402,"('B', 'Basophil', 'CD4', 'CD8', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'LSEC', 'NK', 'Neutrophil')",0.0572,"('B', 'Basophil', 'CD4', 'CD8', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'LSEC', 'NK', 'Stellate')",-0.3757,"('B', 'Basophil', 'CD4', 'CD8', 'LSEC', 'NK', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'LSEC', 'Neutrophil', 'Stellate')",-0.1015,"('B', 'Basophil', 'CD4', 'CD8', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Monocyte', 'NK', 'Neutrophil')",-0.3898,"('B', 'Basophil', 'CD4', 'CD8', 'Monocyte', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Monocyte', 'NK', 'Stellate')",-0.1934,"('B', 'Basophil', 'CD4', 'CD8', 'Monocyte', 'NK', 'Stellate')"
