,Neutrophil,pair
"('Kupffer', 'Monocyte', 'NK')",0.7213,"('Kupffer', 'Monocyte', 'NK')"
"('Kupffer', 'Monocyte', 'Stellate')",0.7691,"('Kupffer', 'Monocyte', 'Stellate')"
"('Kupffer', 'NK', 'Stellate')",0.6991,"('Kupffer', 'NK', 'Stellate')"
"('LSEC', 'Monocyte', 'NK')",0.6004,"('LSEC', 'Monocyte', 'NK')"
"('LSEC', 'Monocyte', 'Stellate')",0.6691,"('LSEC', 'Monocyte', 'Stellate')"
"('LSEC', 'NK', 'Stellate')",0.4217,"('LSEC', 'NK', 'Stellate')"
"('Monocyte', 'NK', 'Stellate')",0.468,"('Monocyte', 'NK', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8')",0.0777,"('B', 'Basophil', 'CD4', 'CD8')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte')",-0.2428,"('B', 'Basophil', 'CD4', 'Cholangiocyte')"
"('B', 'Basophil', 'CD4', 'Eosinophil')",-0.3653,"('B', 'Basophil', 'CD4', 'Eosinophil')"
"('B', 'Basophil', 'CD4', 'Hepatocyte')",-0.1985,"('B', 'Basophil', 'CD4', 'Hepatocyte')"
"('B', 'Basophil', 'CD4', 'Kupffer')",0.5997,"('B', 'Basophil', 'CD4', 'Kupffer')"
"('B', 'Basophil', 'CD4', 'LSEC')",0.057,"('B', 'Basophil', 'CD4', 'LSEC')"
"('B', 'Basophil', 'CD4', 'Monocyte')",0.4627,"('B', 'Basophil', 'CD4', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'NK')",-0.1861,"('B', 'Basophil', 'CD4', 'NK')"
"('B', 'Basophil', 'CD4', 'Stellate')",0.1255,"('B', 'Basophil', 'CD4', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte')",-0.1026,"('B', 'Basophil', 'CD8', 'Cholangiocyte')"
"('B', 'Basophil', 'CD8', 'Eosinophil')",-0.2683,"('B', 'Basophil', 'CD8', 'Eosinophil')"
"('B', 'Basophil', 'CD8', 'Hepatocyte')",-0.1138,"('B', 'Basophil', 'CD8', 'Hepatocyte')"
"('B', 'Basophil', 'CD8', 'Kupffer')",0.6854,"('B', 'Basophil', 'CD8', 'Kupffer')"
"('B', 'Basophil', 'CD8', 'LSEC')",0.0982,"('B', 'Basophil', 'CD8', 'LSEC')"
"('B', 'Basophil', 'CD8', 'Monocyte')",0.5125,"('B', 'Basophil', 'CD8', 'Monocyte')"
"('B', 'Basophil', 'CD8', 'NK')",0.1328,"('B', 'Basophil', 'CD8', 'NK')"
"('B', 'Basophil', 'CD8', 'Stellate')",0.2116,"('B', 'Basophil', 'CD8', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil')",-0.3152,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil')"
"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte')",-0.3169,"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte')"
"('B', 'Basophil', 'Cholangiocyte', 'Kupffer')",0.559,"('B', 'Basophil', 'Cholangiocyte', 'Kupffer')"
"('B', 'Basophil', 'Cholangiocyte', 'LSEC')",-0.063,"('B', 'Basophil', 'Cholangiocyte', 'LSEC')"
"('B', 'Basophil', 'Cholangiocyte', 'Monocyte')",0.4478,"('B', 'Basophil', 'Cholangiocyte', 'Monocyte')"
"('B', 'Basophil', 'Cholangiocyte', 'NK')",-0.3138,"('B', 'Basophil', 'Cholangiocyte', 'NK')"
"('B', 'Basophil', 'Cholangiocyte', 'Stellate')",-0.0809,"('B', 'Basophil', 'Cholangiocyte', 'Stellate')"
"('B', 'Basophil', 'Eosinophil', 'Hepatocyte')",-0.091,"('B', 'Basophil', 'Eosinophil', 'Hepatocyte')"
"('B', 'Basophil', 'Eosinophil', 'Kupffer')",0.5225,"('B', 'Basophil', 'Eosinophil', 'Kupffer')"
"('B', 'Basophil', 'Eosinophil', 'LSEC')",-0.0363,"('B', 'Basophil', 'Eosinophil', 'LSEC')"
"('B', 'Basophil', 'Eosinophil', 'Monocyte')",0.1089,"('B', 'Basophil', 'Eosinophil', 'Monocyte')"
"('B', 'Basophil', 'Eosinophil', 'NK')",-0.434,"('B', 'Basophil', 'Eosinophil', 'NK')"
"('B', 'Basophil', 'Eosinophil', 'Stellate')",-0.1086,"('B', 'Basophil', 'Eosinophil', 'Stellate')"
"('B', 'Basophil', 'Hepatocyte', 'Kupffer')",0.4785,"('B', 'Basophil', 'Hepatocyte', 'Kupffer')"
"('B', 'Basophil', 'Hepatocyte', 'LSEC')",0.0188,"('B', 'Basophil', 'Hepatocyte', 'LSEC')"
"('B', 'Basophil', 'Hepatocyte', 'Monocyte')",0.3299,"('B', 'Basophil', 'Hepatocyte', 'Monocyte')"
"('B', 'Basophil', 'Hepatocyte', 'NK')",-0.1414,"('B', 'Basophil', 'Hepatocyte', 'NK')"
"('B', 'Basophil', 'Hepatocyte', 'Stellate')",0.05,"('B', 'Basophil', 'Hepatocyte', 'Stellate')"
"('B', 'Basophil', 'Kupffer', 'LSEC')",0.6395,"('B', 'Basophil', 'Kupffer', 'LSEC')"
"('B', 'Basophil', 'Kupffer', 'Monocyte')",0.6883,"('B', 'Basophil', 'Kupffer', 'Monocyte')"
"('B', 'Basophil', 'Kupffer', 'NK')",0.667,"('B', 'Basophil', 'Kupffer', 'NK')"
"('B', 'Basophil', 'Kupffer', 'Stellate')",0.6214,"('B', 'Basophil', 'Kupffer', 'Stellate')"
"('B', 'Basophil', 'LSEC', 'Monocyte')",0.5368,"('B', 'Basophil', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'LSEC', 'NK')",0.0429,"('B', 'Basophil', 'LSEC', 'NK')"
"('B', 'Basophil', 'LSEC', 'Stellate')",0.2301,"('B', 'Basophil', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'Monocyte', 'NK')",0.626,"('B', 'Basophil', 'Monocyte', 'NK')"
"('B', 'Basophil', 'Monocyte', 'Stellate')",0.3985,"('B', 'Basophil', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'NK', 'Stellate')",0.0027,"('B', 'Basophil', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte')",-0.175,"('B', 'CD4', 'CD8', 'Cholangiocyte')"
"('B', 'CD4', 'CD8', 'Eosinophil')",0.021,"('B', 'CD4', 'CD8', 'Eosinophil')"
"('B', 'CD4', 'CD8', 'Hepatocyte')",-0.2233,"('B', 'CD4', 'CD8', 'Hepatocyte')"
"('B', 'CD4', 'CD8', 'Kupffer')",0.6377,"('B', 'CD4', 'CD8', 'Kupffer')"
"('B', 'CD4', 'CD8', 'LSEC')",0.1542,"('B', 'CD4', 'CD8', 'LSEC')"
"('B', 'CD4', 'CD8', 'Monocyte')",0.5361,"('B', 'CD4', 'CD8', 'Monocyte')"
"('B', 'CD4', 'CD8', 'NK')",-0.0359,"('B', 'CD4', 'CD8', 'NK')"
"('B', 'CD4', 'CD8', 'Stellate')",0.215,"('B', 'CD4', 'CD8', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil')",-0.2224,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte')",-0.3901,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte')"
"('B', 'CD4', 'Cholangiocyte', 'Kupffer')",0.6681,"('B', 'CD4', 'Cholangiocyte', 'Kupffer')"
"('B', 'CD4', 'Cholangiocyte', 'LSEC')",-0.1009,"('B', 'CD4', 'Cholangiocyte', 'LSEC')"
"('B', 'CD4', 'Cholangiocyte', 'Monocyte')",0.435,"('B', 'CD4', 'Cholangiocyte', 'Monocyte')"
"('B', 'CD4', 'Cholangiocyte', 'NK')",-0.3423,"('B', 'CD4', 'Cholangiocyte', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'Stellate')",-0.0209,"('B', 'CD4', 'Cholangiocyte', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte')",0.0932,"('B', 'CD4', 'Eosinophil', 'Hepatocyte')"
"('B', 'CD4', 'Eosinophil', 'Kupffer')",0.6659,"('B', 'CD4', 'Eosinophil', 'Kupffer')"
"('B', 'CD4', 'Eosinophil', 'LSEC')",0.2587,"('B', 'CD4', 'Eosinophil', 'LSEC')"
"('B', 'CD4', 'Eosinophil', 'Monocyte')",0.1204,"('B', 'CD4', 'Eosinophil', 'Monocyte')"
"('B', 'CD4', 'Eosinophil', 'NK')",-0.4671,"('B', 'CD4', 'Eosinophil', 'NK')"
"('B', 'CD4', 'Eosinophil', 'Stellate')",0.1093,"('B', 'CD4', 'Eosinophil', 'Stellate')"
"('B', 'CD4', 'Hepatocyte', 'Kupffer')",0.4384,"('B', 'CD4', 'Hepatocyte', 'Kupffer')"
"('B', 'CD4', 'Hepatocyte', 'LSEC')",-0.0956,"('B', 'CD4', 'Hepatocyte', 'LSEC')"
"('B', 'CD4', 'Hepatocyte', 'Monocyte')",0.2499,"('B', 'CD4', 'Hepatocyte', 'Monocyte')"
"('B', 'CD4', 'Hepatocyte', 'NK')",-0.2777,"('B', 'CD4', 'Hepatocyte', 'NK')"
"('B', 'CD4', 'Hepatocyte', 'Stellate')",-0.0242,"('B', 'CD4', 'Hepatocyte', 'Stellate')"
"('B', 'CD4', 'Kupffer', 'LSEC')",0.6681,"('B', 'CD4', 'Kupffer', 'LSEC')"
"('B', 'CD4', 'Kupffer', 'Monocyte')",0.6842,"('B', 'CD4', 'Kupffer', 'Monocyte')"
"('B', 'CD4', 'Kupffer', 'NK')",0.7136,"('B', 'CD4', 'Kupffer', 'NK')"
"('B', 'CD4', 'Kupffer', 'Stellate')",0.6891,"('B', 'CD4', 'Kupffer', 'Stellate')"
"('B', 'CD4', 'LSEC', 'Monocyte')",0.5691,"('B', 'CD4', 'LSEC', 'Monocyte')"
"('B', 'CD4', 'LSEC', 'NK')",-0.0564,"('B', 'CD4', 'LSEC', 'NK')"
"('B', 'CD4', 'LSEC', 'Stellate')",0.3263,"('B', 'CD4', 'LSEC', 'Stellate')"
"('B', 'CD4', 'Monocyte', 'NK')",0.3798,"('B', 'CD4', 'Monocyte', 'NK')"
"('B', 'CD4', 'Monocyte', 'Stellate')",0.4375,"('B', 'CD4', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'NK', 'Stellate')",-0.0228,"('B', 'CD4', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil')",-0.178,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte')",-0.2751,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer')",0.6221,"('B', 'CD8', 'Cholangiocyte', 'Kupffer')"
"('B', 'CD8', 'Cholangiocyte', 'LSEC')",0.1688,"('B', 'CD8', 'Cholangiocyte', 'LSEC')"
"('B', 'CD8', 'Cholangiocyte', 'Monocyte')",0.437,"('B', 'CD8', 'Cholangiocyte', 'Monocyte')"
"('B', 'CD8', 'Cholangiocyte', 'NK')",-0.2196,"('B', 'CD8', 'Cholangiocyte', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Stellate')",0.1293,"('B', 'CD8', 'Cholangiocyte', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte')",-0.0591,"('B', 'CD8', 'Eosinophil', 'Hepatocyte')"
"('B', 'CD8', 'Eosinophil', 'Kupffer')",0.5951,"('B', 'CD8', 'Eosinophil', 'Kupffer')"
"('B', 'CD8', 'Eosinophil', 'LSEC')",0.185,"('B', 'CD8', 'Eosinophil', 'LSEC')"
"('B', 'CD8', 'Eosinophil', 'Monocyte')",0.2758,"('B', 'CD8', 'Eosinophil', 'Monocyte')"
"('B', 'CD8', 'Eosinophil', 'NK')",-0.0812,"('B', 'CD8', 'Eosinophil', 'NK')"
"('B', 'CD8', 'Eosinophil', 'Stellate')",-0.051,"('B', 'CD8', 'Eosinophil', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer')",0.4644,"('B', 'CD8', 'Hepatocyte', 'Kupffer')"
"('B', 'CD8', 'Hepatocyte', 'LSEC')",0.0863,"('B', 'CD8', 'Hepatocyte', 'LSEC')"
"('B', 'CD8', 'Hepatocyte', 'Monocyte')",0.2551,"('B', 'CD8', 'Hepatocyte', 'Monocyte')"
"('B', 'CD8', 'Hepatocyte', 'NK')",-0.1063,"('B', 'CD8', 'Hepatocyte', 'NK')"
"('B', 'CD8', 'Hepatocyte', 'Stellate')",0.1002,"('B', 'CD8', 'Hepatocyte', 'Stellate')"
"('B', 'CD8', 'Kupffer', 'LSEC')",0.7249,"('B', 'CD8', 'Kupffer', 'LSEC')"
"('B', 'CD8', 'Kupffer', 'Monocyte')",0.6841,"('B', 'CD8', 'Kupffer', 'Monocyte')"
"('B', 'CD8', 'Kupffer', 'NK')",0.6914,"('B', 'CD8', 'Kupffer', 'NK')"
"('B', 'CD8', 'Kupffer', 'Stellate')",0.7066,"('B', 'CD8', 'Kupffer', 'Stellate')"
"('B', 'CD8', 'LSEC', 'Monocyte')",0.5337,"('B', 'CD8', 'LSEC', 'Monocyte')"
"('B', 'CD8', 'LSEC', 'NK')",0.2468,"('B', 'CD8', 'LSEC', 'NK')"
"('B', 'CD8', 'LSEC', 'Stellate')",0.3904,"('B', 'CD8', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Monocyte', 'NK')",0.4698,"('B', 'CD8', 'Monocyte', 'NK')"
"('B', 'CD8', 'Monocyte', 'Stellate')",0.4263,"('B', 'CD8', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'NK', 'Stellate')",0.258,"('B', 'CD8', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte')",-0.1823,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer')",0.5964,"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer')"
"('B', 'Cholangiocyte', 'Eosinophil', 'LSEC')",0.1737,"('B', 'Cholangiocyte', 'Eosinophil', 'LSEC')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Monocyte')",0.0877,"('B', 'Cholangiocyte', 'Eosinophil', 'Monocyte')"
"('B', 'Cholangiocyte', 'Eosinophil', 'NK')",-0.1739,"('B', 'Cholangiocyte', 'Eosinophil', 'NK')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Stellate')",-0.1166,"('B', 'Cholangiocyte', 'Eosinophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')",0.4161,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC')",-0.2006,"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Monocyte')",0.1202,"('B', 'Cholangiocyte', 'Hepatocyte', 'Monocyte')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'NK')",-0.4241,"('B', 'Cholangiocyte', 'Hepatocyte', 'NK')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Stellate')",-0.1304,"('B', 'Cholangiocyte', 'Hepatocyte', 'Stellate')"
"('B', 'Cholangiocyte', 'Kupffer', 'LSEC')",0.6382,"('B', 'Cholangiocyte', 'Kupffer', 'LSEC')"
"('B', 'Cholangiocyte', 'Kupffer', 'Monocyte')",0.6543,"('B', 'Cholangiocyte', 'Kupffer', 'Monocyte')"
"('B', 'Cholangiocyte', 'Kupffer', 'NK')",0.6201,"('B', 'Cholangiocyte', 'Kupffer', 'NK')"
"('B', 'Cholangiocyte', 'Kupffer', 'Stellate')",0.6758,"('B', 'Cholangiocyte', 'Kupffer', 'Stellate')"
"('B', 'Cholangiocyte', 'LSEC', 'Monocyte')",0.535,"('B', 'Cholangiocyte', 'LSEC', 'Monocyte')"
"('B', 'Cholangiocyte', 'LSEC', 'NK')",-0.0082,"('B', 'Cholangiocyte', 'LSEC', 'NK')"
"('B', 'Cholangiocyte', 'LSEC', 'Stellate')",0.1615,"('B', 'Cholangiocyte', 'LSEC', 'Stellate')"
"('B', 'Cholangiocyte', 'Monocyte', 'NK')",0.2661,"('B', 'Cholangiocyte', 'Monocyte', 'NK')"
"('B', 'Cholangiocyte', 'Monocyte', 'Stellate')",0.4842,"('B', 'Cholangiocyte', 'Monocyte', 'Stellate')"
"('B', 'Cholangiocyte', 'NK', 'Stellate')",0.0435,"('B', 'Cholangiocyte', 'NK', 'Stellate')"
"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer')",0.4077,"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer')"
"('B', 'Eosinophil', 'Hepatocyte', 'LSEC')",-0.0076,"('B', 'Eosinophil', 'Hepatocyte', 'LSEC')"
"('B', 'Eosinophil', 'Hepatocyte', 'Monocyte')",0.1605,"('B', 'Eosinophil', 'Hepatocyte', 'Monocyte')"
"('B', 'Eosinophil', 'Hepatocyte', 'NK')",-0.1277,"('B', 'Eosinophil', 'Hepatocyte', 'NK')"
"('B', 'Eosinophil', 'Hepatocyte', 'Stellate')",-0.1378,"('B', 'Eosinophil', 'Hepatocyte', 'Stellate')"
"('B', 'Eosinophil', 'Kupffer', 'LSEC')",0.6958,"('B', 'Eosinophil', 'Kupffer', 'LSEC')"
"('B', 'Eosinophil', 'Kupffer', 'Monocyte')",0.5901,"('B', 'Eosinophil', 'Kupffer', 'Monocyte')"
"('B', 'Eosinophil', 'Kupffer', 'NK')",0.6199,"('B', 'Eosinophil', 'Kupffer', 'NK')"
"('B', 'Eosinophil', 'Kupffer', 'Stellate')",0.5634,"('B', 'Eosinophil', 'Kupffer', 'Stellate')"
"('B', 'Eosinophil', 'LSEC', 'Monocyte')",0.401,"('B', 'Eosinophil', 'LSEC', 'Monocyte')"
"('B', 'Eosinophil', 'LSEC', 'NK')",0.0803,"('B', 'Eosinophil', 'LSEC', 'NK')"
"('B', 'Eosinophil', 'LSEC', 'Stellate')",0.1119,"('B', 'Eosinophil', 'LSEC', 'Stellate')"
"('B', 'Eosinophil', 'Monocyte', 'NK')",0.1998,"('B', 'Eosinophil', 'Monocyte', 'NK')"
"('B', 'Eosinophil', 'Monocyte', 'Stellate')",0.1927,"('B', 'Eosinophil', 'Monocyte', 'Stellate')"
"('B', 'Eosinophil', 'NK', 'Stellate')",-0.025,"('B', 'Eosinophil', 'NK', 'Stellate')"
"('B', 'Hepatocyte', 'Kupffer', 'LSEC')",0.5417,"('B', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'Hepatocyte', 'Kupffer', 'Monocyte')",0.4943,"('B', 'Hepatocyte', 'Kupffer', 'Monocyte')"
"('B', 'Hepatocyte', 'Kupffer', 'NK')",0.4857,"('B', 'Hepatocyte', 'Kupffer', 'NK')"
"('B', 'Hepatocyte', 'Kupffer', 'Stellate')",0.5166,"('B', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'Hepatocyte', 'LSEC', 'Monocyte')",0.4222,"('B', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('B', 'Hepatocyte', 'LSEC', 'NK')",-0.093,"('B', 'Hepatocyte', 'LSEC', 'NK')"
"('B', 'Hepatocyte', 'LSEC', 'Stellate')",0.1011,"('B', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'Hepatocyte', 'Monocyte', 'NK')",0.1945,"('B', 'Hepatocyte', 'Monocyte', 'NK')"
"('B', 'Hepatocyte', 'Monocyte', 'Stellate')",0.3403,"('B', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('B', 'Hepatocyte', 'NK', 'Stellate')",0.0512,"('B', 'Hepatocyte', 'NK', 'Stellate')"
"('B', 'Kupffer', 'LSEC', 'Monocyte')",0.6323,"('B', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'Kupffer', 'LSEC', 'NK')",0.733,"('B', 'Kupffer', 'LSEC', 'NK')"
"('B', 'Kupffer', 'LSEC', 'Stellate')",0.7785,"('B', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Kupffer', 'Monocyte', 'NK')",0.6458,"('B', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'Kupffer', 'Monocyte', 'Stellate')",0.6271,"('B', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'Kupffer', 'NK', 'Stellate')",0.7625,"('B', 'Kupffer', 'NK', 'Stellate')"
"('B', 'LSEC', 'Monocyte', 'NK')",0.4409,"('B', 'LSEC', 'Monocyte', 'NK')"
"('B', 'LSEC', 'Monocyte', 'Stellate')",0.4478,"('B', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'LSEC', 'NK', 'Stellate')",0.2242,"('B', 'LSEC', 'NK', 'Stellate')"
"('B', 'Monocyte', 'NK', 'Stellate')",0.3519,"('B', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte')",-0.1116,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil')",-0.1041,"('Basophil', 'CD4', 'CD8', 'Eosinophil')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte')",-0.2533,"('Basophil', 'CD4', 'CD8', 'Hepatocyte')"
"('Basophil', 'CD4', 'CD8', 'Kupffer')",0.7283,"('Basophil', 'CD4', 'CD8', 'Kupffer')"
"('Basophil', 'CD4', 'CD8', 'LSEC')",0.0132,"('Basophil', 'CD4', 'CD8', 'LSEC')"
"('Basophil', 'CD4', 'CD8', 'Monocyte')",0.5479,"('Basophil', 'CD4', 'CD8', 'Monocyte')"
"('Basophil', 'CD4', 'CD8', 'NK')",0.0767,"('Basophil', 'CD4', 'CD8', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Stellate')",0.1422,"('Basophil', 'CD4', 'CD8', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil')",-0.1139,"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte')",-0.4431,"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer')",0.5428,"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer')"
"('Basophil', 'CD4', 'Cholangiocyte', 'LSEC')",-0.049,"('Basophil', 'CD4', 'Cholangiocyte', 'LSEC')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Monocyte')",0.5934,"('Basophil', 'CD4', 'Cholangiocyte', 'Monocyte')"
"('Basophil', 'CD4', 'Cholangiocyte', 'NK')",-0.279,"('Basophil', 'CD4', 'Cholangiocyte', 'NK')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Stellate')",-0.0836,"('Basophil', 'CD4', 'Cholangiocyte', 'Stellate')"
"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte')",0.0279,"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte')"
"('Basophil', 'CD4', 'Eosinophil', 'Kupffer')",0.5674,"('Basophil', 'CD4', 'Eosinophil', 'Kupffer')"
"('Basophil', 'CD4', 'Eosinophil', 'LSEC')",0.1423,"('Basophil', 'CD4', 'Eosinophil', 'LSEC')"
"('Basophil', 'CD4', 'Eosinophil', 'Monocyte')",0.1975,"('Basophil', 'CD4', 'Eosinophil', 'Monocyte')"
"('Basophil', 'CD4', 'Eosinophil', 'NK')",-0.3878,"('Basophil', 'CD4', 'Eosinophil', 'NK')"
"('Basophil', 'CD4', 'Eosinophil', 'Stellate')",-0.1518,"('Basophil', 'CD4', 'Eosinophil', 'Stellate')"
"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer')",0.4217,"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer')"
"('Basophil', 'CD4', 'Hepatocyte', 'LSEC')",-0.0821,"('Basophil', 'CD4', 'Hepatocyte', 'LSEC')"
"('Basophil', 'CD4', 'Hepatocyte', 'Monocyte')",0.3973,"('Basophil', 'CD4', 'Hepatocyte', 'Monocyte')"
"('Basophil', 'CD4', 'Hepatocyte', 'NK')",-0.3587,"('Basophil', 'CD4', 'Hepatocyte', 'NK')"
"('Basophil', 'CD4', 'Hepatocyte', 'Stellate')",-0.074,"('Basophil', 'CD4', 'Hepatocyte', 'Stellate')"
"('Basophil', 'CD4', 'Kupffer', 'LSEC')",0.7276,"('Basophil', 'CD4', 'Kupffer', 'LSEC')"
"('Basophil', 'CD4', 'Kupffer', 'Monocyte')",0.6883,"('Basophil', 'CD4', 'Kupffer', 'Monocyte')"
"('Basophil', 'CD4', 'Kupffer', 'NK')",0.6177,"('Basophil', 'CD4', 'Kupffer', 'NK')"
"('Basophil', 'CD4', 'Kupffer', 'Stellate')",0.6156,"('Basophil', 'CD4', 'Kupffer', 'Stellate')"
"('Basophil', 'CD4', 'LSEC', 'Monocyte')",0.6017,"('Basophil', 'CD4', 'LSEC', 'Monocyte')"
"('Basophil', 'CD4', 'LSEC', 'NK')",0.0267,"('Basophil', 'CD4', 'LSEC', 'NK')"
"('Basophil', 'CD4', 'LSEC', 'Stellate')",0.2764,"('Basophil', 'CD4', 'LSEC', 'Stellate')"
"('Basophil', 'CD4', 'Monocyte', 'NK')",0.4847,"('Basophil', 'CD4', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'Monocyte', 'Stellate')",0.4338,"('Basophil', 'CD4', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'NK', 'Stellate')",-0.018,"('Basophil', 'CD4', 'NK', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil')",-0.0003,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte')",-0.1786,"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer')",0.6168,"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer')"
"('Basophil', 'CD8', 'Cholangiocyte', 'LSEC')",0.1697,"('Basophil', 'CD8', 'Cholangiocyte', 'LSEC')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Monocyte')",0.5182,"('Basophil', 'CD8', 'Cholangiocyte', 'Monocyte')"
"('Basophil', 'CD8', 'Cholangiocyte', 'NK')",-0.1509,"('Basophil', 'CD8', 'Cholangiocyte', 'NK')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Stellate')",0.1556,"('Basophil', 'CD8', 'Cholangiocyte', 'Stellate')"
"('Basophil', 'CD8', 'Eosinophil', 'Hepatocyte')",-0.0128,"('Basophil', 'CD8', 'Eosinophil', 'Hepatocyte')"
"('Basophil', 'CD8', 'Eosinophil', 'Kupffer')",0.5126,"('Basophil', 'CD8', 'Eosinophil', 'Kupffer')"
"('Basophil', 'CD8', 'Eosinophil', 'LSEC')",0.1322,"('Basophil', 'CD8', 'Eosinophil', 'LSEC')"
"('Basophil', 'CD8', 'Eosinophil', 'Monocyte')",0.1742,"('Basophil', 'CD8', 'Eosinophil', 'Monocyte')"
"('Basophil', 'CD8', 'Eosinophil', 'NK')",-0.3061,"('Basophil', 'CD8', 'Eosinophil', 'NK')"
"('Basophil', 'CD8', 'Eosinophil', 'Stellate')",-0.1284,"('Basophil', 'CD8', 'Eosinophil', 'Stellate')"
"('Basophil', 'CD8', 'Hepatocyte', 'Kupffer')",0.5575,"('Basophil', 'CD8', 'Hepatocyte', 'Kupffer')"
"('Basophil', 'CD8', 'Hepatocyte', 'LSEC')",0.073,"('Basophil', 'CD8', 'Hepatocyte', 'LSEC')"
