,NK,pair
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.7739,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')",0.7782,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.7198,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.8411,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')",0.8409,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.668,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.672,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.7524,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",0.8144,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.8307,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.6938,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.7469,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.6838,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')",0.699,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.7102,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.8062,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')",0.7345,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.6993,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.8025,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')",0.7064,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.7152,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.7734,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.8667,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",0.8273,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.8432,"('B', 'Basophil', 'CD8', 'Eosinophil', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.7183,"('B', 'Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.6855,"('B', 'Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.7518,"('B', 'Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",0.808,"('B', 'Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.8004,"('B', 'Basophil', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.8308,"('B', 'Basophil', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.6015,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.7496,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.6746,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')",0.6771,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.622,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.762,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')",0.7488,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.6862,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.8097,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')",0.7365,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.7029,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.6776,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.7444,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",0.6593,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.7633,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.704,"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.67,"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.7573,"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",0.7441,"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.8027,"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.7106,"('B', 'Basophil', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.7266,"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.6759,"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.8431,"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",0.7062,"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.7897,"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.7635,"('B', 'Basophil', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.7917,"('B', 'Basophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')",0.6335,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte')",0.6278,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.6996,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')",0.6222,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte')",0.7394,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.8064,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')",0.7166,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Neutrophil')",0.6488,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Stellate')",0.607,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.7745,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte')",0.6067,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil')",0.6979,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')",0.6503,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Neutrophil')",0.6487,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Stellate')",0.6887,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil', 'Stellate')",0.7155,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Neutrophil')",0.7625,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Stellate')",0.5836,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil', 'Stellate')",0.7519,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'Neutrophil', 'Stellate')",0.6996,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.6807,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.683,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.5162,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')",0.6592,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.649,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.6915,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')",0.7808,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.6644,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.7616,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')",0.7284,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.6873,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.6601,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.6857,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",0.6922,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.7139,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.6838,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.7633,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.7014,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')",0.6217,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.5796,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.6953,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')",0.7815,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.5101,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.753,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')",0.5745,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.7131,"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.7367,"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.7887,"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",0.6902,"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.7242,"('B', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
