,Monocyte,pair
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')",0.5999,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil')",0.605,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')",0.5544,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.5424,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')",0.1693,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil')",0.4836,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')",0.2404,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil')",0.2398,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')",0.3039,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil', 'Stellate')",0.4408,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil')",0.559,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Stellate')",0.5636,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil', 'Stellate')",0.5816,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'NK', 'Neutrophil', 'Stellate')",0.4715,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.4124,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.3784,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.4041,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')",0.2168,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.3693,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.4641,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')",0.5952,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.59,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.6039,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')",0.4915,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.2486,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.3389,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.5482,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.2223,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.4867,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.4294,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.4502,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.3575,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')",0.5779,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.5146,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.5382,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')",0.616,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.6084,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.6302,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')",0.5431,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.4945,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.48,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.6391,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.5006,"('B', 'Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.6178,"('B', 'Basophil', 'CD8', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.2532,"('B', 'Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.3923,"('B', 'Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.504,"('B', 'Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.3716,"('B', 'Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.6052,"('B', 'Basophil', 'CD8', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.4768,"('B', 'Basophil', 'CD8', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.0875,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.112,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.0504,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')",0.3743,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.1721,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.3187,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')",0.5099,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.4954,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.5836,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')",0.4272,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.2714,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.2641,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.2818,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.3886,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.604,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.1135,"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.3694,"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.2742,"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.3916,"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5867,"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.4006,"('B', 'Basophil', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.4392,"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.3843,"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.5574,"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.4818,"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5688,"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.3477,"('B', 'Basophil', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.3479,"('B', 'Basophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')",0.3627,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')",0.3547,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.59,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')",0.506,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')",0.7555,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.6988,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')",0.632,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil')",0.6969,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')",0.6041,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.5652,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')",0.3716,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil')",0.4326,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')",0.3552,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil')",0.3396,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')",0.4203,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil', 'Stellate')",0.4929,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil')",0.5948,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Stellate')",0.6171,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil', 'Stellate')",0.6062,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'NK', 'Neutrophil', 'Stellate')",0.4943,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.621,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.5748,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.5913,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')",0.5102,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.5522,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.47,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')",0.6218,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.5991,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.582,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')",0.5516,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.2659,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.6027,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.5299,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
